Rk,Player,From,To,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
844,Yancy Gates\yancy-gates-1,2009,2012,Cincinnati,Big East,132,3573,21.3,.515,.499,10.3,20.0,14.9,7.5,1.5,4.0,10.4,22.2,1075,110.9,94.8,7.0,7.5,14.5,1.2,3.4,4.6
845,Rico Gathers\rico-gathers-1,2013,2016,Baylor,Big 12,141,3127,22.8,.523,.490,18.1,24.2,21.2,3.0,2.3,3.4,10.5,20.9,1226,116.6,94.9,8.1,6.4,14.5,2.2,2.2,4.4
846,Cory Higgins\cory-higgins-1,2008,2011,Colorado,Big 12,132,4478,22.2,.580,.512,2.8,10.0,7.7,15.8,2.5,1.0,15.0,24.2,1122,115.2,107.7,12.1,2.4,14.5,3.5,-0.9,2.5
847,Lester Hudson\lester-hudson-1,2008,2009,Tennessee-Martin,OVC,65,2372,,.582,.543,,,11.9,28.0,,1.2,13.5,34.5,,,,9.1,5.4,14.5,,,
848,Cameron Jackson\cameron-jackson-1,2015,2019,Wofford,Southern,138,2587,28.9,.600,.588,12.0,22.4,17.2,17.0,3.8,5.8,15.1,27.5,1390,117.0,93.4,8.7,5.8,14.5,2.7,5.4,8.1
849,Joe Jackson\joe-jackson-1,2011,2014,Memphis,Total,139,3983,18.3,.563,.498,2.7,8.7,5.7,26.6,2.7,0.5,19.9,23.3,1758,109.0,100.0,8.7,5.9,14.5,2.8,0.8,3.7
850,Alvin Jones\alvin-jones-1,1998,2001,Georgia Tech,ACC,124,2871,,.520,.489,,,,,,,20.4,,,,,4.1,10.4,14.5,,,
851,Dominique Jones\dominique-jones-1,2008,2010,South Florida,Big East,95,3470,26.6,.551,.502,3.6,14.9,8.9,26.5,2.8,1.2,13.2,29.8,669,113.9,98.8,9.1,5.4,14.5,,,
852,Marco Killingsworth\marco-killingsworth-1,2002,2006,Total,Total,120,3118,,.579,.562,,,15.4,12.9,,1.6,19.9,29.6,,,,9.0,5.6,14.5,,,
853,Jon Leuer\jon-leuer-1,2008,2011,Wisconsin,Big Ten,123,2810,29.2,.559,.529,6.3,21.6,12.8,12.4,1.1,3.3,10.3,28.4,891,119.7,97.1,8.9,5.6,14.5,6.3,1.9,8.3
854,Demetri McCamey\demetri-mccamey-1,2008,2011,Illinois,Big Ten,139,4374,20.7,.538,.509,1.8,9.7,5.7,36.0,2.2,0.5,19.8,24.7,1124,110.8,101.6,8.0,6.4,14.5,6.6,1.2,7.8
855,Juwan Morgan\juwan-morgan-1,2016,2019,Indiana,Big Ten,128,2952,25.1,.613,.593,10.5,18.9,14.8,11.0,2.1,5.1,13.2,22.1,1324,121.1,98.1,9.1,5.4,14.5,5.6,4.5,10.1
856,Matt Morgan\matt-morgan-1,2016,2019,Cornell,Ivy,114,3704,24.0,.623,.576,1.3,13.2,7.5,19.0,1.9,0.9,13.7,29.8,2087,114.2,108.2,11.3,3.2,14.5,5.8,-2.7,3.1
857,Dererk Pardon\dererk-pardon-1,2016,2019,Northwestern,Big Ten,112,3234,21.9,.613,.605,11.7,16.5,14.1,9.3,1.3,5.3,12.2,17.9,1173,122.7,98.4,8.7,5.8,14.5,3.6,5.1,8.7
858,T.J. Robinson\tj-robinson-1,2009,2012,Long Beach State,Big West,131,3964,19.3,.558,.532,11.7,24.6,18.1,5.6,1.1,0.3,15.3,22.7,1334,106.7,97.6,8.6,5.8,14.5,-0.3,0.2,-0.2
859,Clayton Shields\clayton-shields-1,1996,1998,New Mexico,WAC,98,,,.602,.582,,,,,,,,,,,,10.0,4.5,14.5,,,
860,Jerry Smith\jerry-smith-1,2007,2010,Louisville,Big East,138,3266,15.3,.599,.574,4.5,10.5,7.2,13.5,3.3,0.9,15.8,18.8,254,106.1,101.8,8.4,6.2,14.5,,,
861,David Walker\david-walker-3,2013,2016,Northeastern,CAA,133,4710,17.2,.583,.535,1.9,9.3,5.6,19.1,2.4,1.1,14.9,18.8,1601,115.1,106.5,10.1,4.4,14.5,3.3,-0.3,3.1
862,Angelo Warner\angelo-warner-1,2012,2015,Morehead State,OVC,130,3606,19.8,.576,.516,5.7,15.2,10.1,17.6,3.4,0.6,16.7,22.1,1508,114.7,100.1,9.0,5.5,14.5,3.0,0.7,3.6
863,Uka Agbai\uka-agbai-1,2000,2004,Boston College,Big East,131,2171,,.531,.483,,,10.2,9.6,,1.6,14.4,21.3,,,,4.6,9.9,14.4,,,
864,Lawrence Alexander\lawrence-alexander-1,2012,2015,North Dakota State,Summit,131,4629,17.0,.550,.507,1.9,13.0,7.6,17.6,1.8,0.6,16.7,23.1,1756,106.6,102.5,8.5,5.8,14.4,1.2,-0.7,0.5
865,KeVaughn Allen\kevaughn-allen-1,2016,2019,Florida,SEC,142,4178,16.4,.541,.487,1.3,8.6,4.9,12.7,2.4,1.0,10.9,21.6,1588,111.3,100.9,8.0,6.5,14.4,4.1,2.6,6.7
866,J.J. Avila\jj-avila-1,2011,2015,Total,Total,115,3619,23.4,.554,.515,8.4,17.9,12.8,23.0,3.1,1.8,16.0,26.7,1720,108.6,99.1,8.6,5.8,14.4,3.7,1.9,5.6
867,George Beamon\george-beamon-1,2010,2014,Manhattan,MAAC,120,3414,23.1,.551,.490,6.6,15.1,10.8,10.1,2.8,1.4,11.9,28.0,1669,112.0,100.0,9.4,5.0,14.4,2.5,-1.0,1.6
868,Ryan Bowen\ryan-bowen-1,1996,1998,Iowa,Big Ten,87,1381,,.628,.600,,,,,,,18.2,,,,,7.1,7.3,14.4,,,
869,Devontae Cacok\devontae-cacok-1,2016,2019,North Carolina-Wilmington,CAA,129,3064,27.9,.637,.640,15.6,31.0,22.9,4.5,2.0,3.2,13.7,22.4,1502,123.1,103.1,10.3,4.1,14.4,2.4,0.0,2.4
870,Taquan Dean\taquan-dean-1,2003,2006,Louisville,Total,128,3571,,.569,.541,,,8.5,19.5,,0.1,13.7,24.5,,,,8.6,5.7,14.4,,,
871,Devan Downey\devan-downey-1,2006,2010,Total,Total,128,4322,24.9,.506,.464,1.6,9.3,5.0,26.2,4.6,0.2,14.4,31.6,665,104.7,99.5,6.2,8.2,14.4,,,
872,Marcus Faison\marcus-faison-1,1997,2000,Siena,MAAC,119,,,.595,.549,,,,,,,,,,,,9.5,4.9,14.4,,,
873,David Harrison\david-harrison-1,2002,2004,Colorado,Big 12,88,2480,,.596,.601,,,,,,,16.1,,,,,7.7,6.7,14.4,,,
874,David Holston\david-holston-1,2006,2009,Chicago State,Total,119,3962,,.577,.541,,,5.5,31.0,,0.1,16.2,30.3,,,,11.7,2.7,14.4,,,
875,Kenny Inge\kenny-inge-1,1998,2001,North Carolina State,ACC,123,,,.558,.498,,,,,,,16.9,,,,,7.0,7.5,14.4,,,
876,Anthony Ireland\anthony-ireland-1,2011,2014,Loyola Marymount,WCC,132,4633,19.6,.523,.470,3.8,9.4,6.5,26.8,2.5,0.2,14.9,26.2,2194,108.1,106.9,10.6,3.8,14.4,3.5,-0.9,2.6
877,Coby Karl\coby-karl-1,2004,2007,Boise State,WAC,127,3767,,.577,.523,,,8.0,20.5,,1.2,18.6,24.3,,,,9.2,5.1,14.4,,,
878,Jake Layman\jake-layman-1,2013,2016,Maryland,Total,141,3938,17.3,.572,.536,5.0,14.2,9.9,8.2,1.9,3.1,14.0,19.3,1342,112.6,98.2,7.6,6.8,14.4,3.6,3.4,7.0
879,Kevin Lisch\kevin-lisch-1,2006,2009,Saint Louis,A-10,123,4112,,.569,.516,,,6.1,18.0,,0.3,13.1,22.9,,,,9.8,4.6,14.4,,,
880,Jeremiah Martin\jeremiah-martin-1,2016,2019,Memphis,AAC,124,3679,20.1,.558,.503,2.9,9.2,6.1,23.2,3.4,2.1,14.6,22.4,1630,114.0,100.9,8.7,5.6,14.4,4.1,2.1,6.2
881,Jordan Mathews\jordan-mathews-1,2014,2017,Total,Total,141,3799,16.4,.572,.535,2.8,9.4,6.3,8.4,1.3,0.2,9.3,21.0,1452,116.5,101.5,8.9,5.5,14.4,4.7,0.7,5.4
882,Jalen Moore\jalen-moore-1,2014,2017,Utah State,MWC,126,3833,19.8,.581,.545,4.3,14.9,9.9,13.3,1.1,2.0,10.7,22.1,1538,116.1,104.1,9.6,4.7,14.4,3.4,0.2,3.7
883,Peter Mulligan\peter-mulligan-1,2001,2005,Total,Total,116,2621,,.540,.487,,,12.8,20.4,,0.8,13.1,27.2,,,,7.0,7.4,14.4,,,
884,Shamorie Ponds\shamorie-ponds-1,2017,2019,St. John's (NY),Big East,96,3378,24.3,.555,.501,3.4,10.9,7.1,25.8,3.7,0.7,11.0,27.7,1883,114.0,103.2,9.9,4.5,14.4,6.7,1.2,7.9
885,Justin Reed\justin-reed-1,2001,2004,Mississippi,SEC,122,3496,,.531,.492,,,11.6,9.3,,2.6,14.7,29.6,,,,6.6,7.8,14.4,,,
886,Laurent Rivard\laurent-rivard-1,2011,2014,Harvard,Ivy,123,3694,16.0,.633,.597,3.2,9.9,6.7,5.5,1.7,0.4,9.6,16.7,1091,125.1,101.5,9.5,4.9,14.4,5.2,-0.7,4.5
887,Sean Singletary\sean-singletary-1,2005,2008,Virginia,ACC,123,4034,,.546,.476,,,6.8,31.2,,0.1,17.4,27.7,,,,8.5,5.9,14.4,,,
888,Zach Thomas\zach-thomas-1,2015,2018,Bucknell,Patriot,121,3116,23.4,.598,.540,5.3,23.6,14.8,16.6,1.8,2.0,16.5,27.9,1671,112.8,97.2,8.6,5.9,14.4,2.6,1.1,3.7
889,Kevin Thompson\kevin-thompson-2,2009,2012,Morgan State,MEAC,132,3738,21.8,.519,.497,14.4,23.0,18.6,11.6,1.2,4.5,17.5,22.5,1215,107.0,96.7,5.5,8.9,14.4,-1.0,1.3,0.3
890,Jordon Varnado\jordon-varnado-1,2016,2019,Troy,Sun Belt,114,3434,24.6,.577,.546,7.8,18.6,13.3,11.8,1.1,4.7,11.5,27.2,1780,114.8,103.7,9.9,4.4,14.4,2.3,0.3,2.7
891,Christian Watford\christian-watford-1,2010,2013,Indiana,Big Ten,132,3759,19.3,.546,.474,6.3,18.8,12.7,7.0,1.4,1.8,13.4,25.0,1603,111.0,100.3,9.3,5.1,14.4,4.1,1.3,5.4
892,Martin Zeno\martin-zeno-1,2005,2008,Texas Tech,Big 12,130,4455,,.548,.483,,,8.3,18.9,,0.8,15.6,23.7,,,,8.2,6.2,14.4,,,
893,Jimmy Baron\jimmy-baron-1,2006,2009,Rhode Island,A-10,126,3616,,.628,.595,,,5.1,12.6,,0.1,9.5,19.9,,,,12.0,2.3,14.3,,,
894,Andre Barrett\andre-barrett-1,2001,2004,Seton Hall,Big East,122,4296,,.537,.495,,,5.8,32.1,,0.2,16.8,24.8,,,,7.8,6.5,14.3,,,
895,Aron Baynes\aron-baynes-1,2006,2009,Washington State,Pac-10,122,2679,,.585,.546,,,15.6,1.6,,2.2,14.3,23.2,,,,7.1,7.2,14.3,,,
896,Brandon Bowman\brandon-bowman-1,2003,2006,Georgetown,Big East,127,3790,,.528,.492,,,11.7,13.8,,2.0,17.8,24.5,,,,5.9,8.4,14.3,,,
897,Lenny Brown\lenny-brown-1,1996,1999,Xavier,A-10,122,969,,.542,.509,,,6.8,19.5,3.8,-0.4,,,,,,8.1,6.2,14.3,,,
898,Markel Brown\markel-brown-1,2011,2014,Oklahoma State,Big 12,134,4088,18.4,.545,.497,3.0,13.6,8.4,16.2,2.0,3.0,13.6,22.2,1609,108.9,99.2,8.0,6.3,14.3,3.1,3.1,6.2
899,Gary Buchanan\gary-buchanan-1,2000,2003,Villanova,Big East,122,1817,,.588,.542,,,6.9,15.1,,0.3,16.9,25.9,,,,10.9,3.4,14.3,,,
900,Osiris Eldridge\osiris-eldridge-1,2007,2010,Illinois State,MVC,133,4099,18.5,.530,.498,2.6,12.0,9.1,14.7,2.8,0.8,13.5,25.6,474,104.5,99.3,7.0,7.3,14.3,,,
901,John Gordon\john-gordon-1,1996,2000,Total,Total,111,,,.597,.566,,,,,,,,,,,,10.4,3.9,14.3,,,
902,James Jones\james-jones-1,2000,2003,Miami (FL),Big East,122,3351,,.536,.483,,,10.3,10.3,,4.6,12.9,22.7,,,,5.2,9.1,14.3,,,
903,Ross Land\ross-land-1,1997,2000,Northern Arizona,Big Sky,117,,,.658,.625,,,,,,,,,,,,12.8,1.5,14.3,,,
904,Jack Leasure\jack-leasure-1,2005,2008,Coastal Carolina,Big South,117,3992,,.591,.569,,,5.4,18.0,,0.1,13.6,23.9,,,,11.3,3.0,14.3,,,
905,Terance Mann\terance-mann-1,2016,2019,Florida State,ACC,140,3620,18.6,.602,.581,8.5,13.6,11.1,13.7,1.7,1.0,14.8,17.2,1372,121.2,102.1,9.1,5.2,14.3,4.9,3.3,8.2
906,Dan McClintock\dan-mcclintock-1,1997,2000,Northern Arizona,Big Sky,115,1716,,.642,.632,,,,,,,15.6,,,,,10.5,3.8,14.3,,,
907,Jeremy Morgan\jeremy-morgan-1,2014,2017,Northern Iowa,MVC,131,3669,18.6,.572,.528,4.2,14.5,9.5,14.5,3.1,3.3,13.4,19.2,1237,112.2,96.5,7.1,7.2,14.3,3.7,4.3,8.0
908,Gary Neal\gary-neal-1,2003,2007,Total,Total,106,3616,,.567,.515,,,6.9,20.6,,0.2,11.8,33.6,,,,11.7,2.6,14.3,,,
909,D.J. Newbill\dj-newbill-1,2011,2015,Total,Total,131,4542,19.5,.537,.490,6.2,11.6,8.8,18.6,1.8,0.8,14.9,26.6,2076,107.4,105.3,9.9,4.5,14.3,4.2,0.6,4.8
910,Daniel Ochefu\daniel-ochefu-1,2013,2016,Villanova,Big East,141,3060,21.4,.611,.600,11.9,23.8,18.1,12.2,2.1,6.7,20.9,17.9,1081,113.8,89.2,6.4,7.9,14.3,2.2,8.2,10.4
911,Pepe Sanchez\pepe-sanchez-1,1997,2000,Temple,A-10,116,3210,,.450,.417,,,,,,,20.1,,,,,0.2,14.1,14.3,,,
912,Jesse Sanders\jesse-sanders-1,2009,2012,Liberty,Big South,127,4143,20.3,.561,.492,8.1,15.9,11.5,34.0,2.2,0.4,23.7,17.7,1278,112.0,101.3,9.0,5.3,14.3,4.2,-0.2,4.0
913,Joe Shipp\joe-shipp-1,2000,2003,University of California,Pac-10,127,2048,,.581,.549,,,,,,,10.3,,,,,9.4,4.8,14.3,,,
914,Ryan Spangler\ryan-spangler-1,2012,2016,Total,Total,127,3414,18.8,.613,.599,10.2,20.9,15.7,9.0,1.0,2.7,14.7,15.0,1140,123.6,98.3,8.2,6.1,14.3,3.9,4.3,8.3
915,Jake Sullivan\jake-sullivan-1,2001,2004,Iowa State,Big 12,123,3182,,.604,.555,,,3.4,11.3,,0.2,13.7,21.0,,,,11.8,2.5,14.3,,,
916,Mike Tisdale\mike-tisdale-1,2008,2011,Illinois,Big Ten,139,3103,21.1,.587,.550,10.1,16.4,12.3,6.8,0.9,6.1,13.7,21.0,722,118.2,98.2,7.4,6.9,14.3,3.4,5.5,8.8
917,Obie Trotter\obie-trotter-1,2003,2006,Alabama A&M,SWAC,114,3580,,.533,.492,,,7.9,21.6,,0.3,18.2,20.2,,,,6.4,7.9,14.3,,,
918,Isiah Victor\isiah-victor-1,1998,2001,Tennessee,SEC,125,2857,,.570,.546,,,15.2,7.3,2.3,5.2,19.8,24.0,,,,6.6,7.7,14.3,,,
919,Jonathan Wallace\jonathan-wallace-1,2005,2008,Georgetown,Big East,136,4155,,.623,.596,,,4.9,18.1,,0.1,19.4,16.9,,,,10.1,4.3,14.3,,,
920,Dez Wells\dezmine-wells-1,2012,2015,Total,Total,130,3756,20.0,.575,.529,4.5,14.8,9.8,17.8,1.9,1.9,17.8,24.8,1638,108.6,98.5,8.2,6.1,14.3,3.0,2.9,5.9
921,Okaro White\okaro-white-1,2011,2014,Florida State,ACC,139,3417,19.8,.593,.530,9.3,15.2,12.4,6.1,1.8,3.4,15.5,21.0,1341,115.9,98.2,8.7,5.6,14.3,3.4,2.4,5.8
922,DaShaun Wood\dashaun-wood-1,2004,2007,Wright State,Horizon,118,3307,,.539,.485,,,8.9,26.0,,0.3,15.3,28.0,,,,8.0,6.2,14.3,,,
923,Zeek Woodley\zikiteran-woodley-1,2014,2017,Northwestern State,Southland,105,3092,26.6,.648,.606,6.3,10.9,8.6,7.5,1.4,1.9,8.5,25.6,1744,129.3,113.2,13.1,1.1,14.3,5.0,-4.3,0.7
924,Scott Bamforth\scott-bamforth-1,2011,2013,Weber State,Big Sky,99,3026,20.9,.649,.608,1.4,11.2,6.6,16.6,1.7,0.1,13.3,21.1,1249,125.1,102.4,10.7,3.5,14.2,5.5,-1.8,3.7
925,Josh Boone\josh-boone-1,2004,2006,Connecticut,Big East,103,2672,,.580,.578,,,13.4,4.6,,4.7,14.2,15.7,,,,5.1,9.1,14.2,,,
926,Pat Carroll\pat-carroll-1,2002,2005,Saint Joseph's,A-10,110,2855,,.614,.598,,,6.7,15.8,,0.7,10.5,26.6,,,,9.9,4.3,14.2,,,
927,Will Cherry\will-cherry-1,2010,2013,Montana,Big Sky,116,3565,20.9,.528,.474,2.4,12.0,7.4,24.0,4.6,1.0,16.3,25.6,1516,104.9,93.0,6.9,7.3,14.2,2.4,2.1,4.5
928,Bryan Davis\bryan-davis-1,2007,2010,Texas A&M,Big 12,135,2815,22.8,.543,.511,13.9,22.3,18.9,11.9,3.0,6.8,20.4,22.5,358,104.8,87.6,5.0,9.2,14.2,,,
929,Matt Dickey\matt-dickey-1,2009,2012,North Carolina-Asheville,Big South,130,3959,18.5,.582,.516,2.6,9.6,6.2,21.0,2.6,0.2,17.9,22.5,1410,112.7,102.9,10.2,4.0,14.2,3.6,-1.4,2.2
930,Kevin Dillard\kevin-dillard-1,2009,2013,Total,Total,124,3898,19.6,.553,.492,1.8,8.7,4.9,34.1,2.4,0.7,19.7,24.9,1371,111.5,104.0,10.5,3.7,14.2,4.4,-0.5,3.9
931,Trey Finn\trey-finn-1,2010,2013,Arkansas State,Sun Belt,121,3845,16.7,.550,.506,5.9,15.0,10.3,11.3,2.5,0.9,13.3,16.4,1165,115.6,97.7,8.0,6.2,14.2,3.5,1.0,4.6
932,Malik Hairston\malik-hairston-1,2005,2008,Oregon,Pac-10,117,3655,,.580,.564,,,10.0,14.1,,1.4,14.1,23.3,,,,9.0,5.2,14.2,,,
933,Gordon Hayward\gordon-hayward-1,2009,2010,Butler,Horizon,69,2284,24.3,.624,.562,7.6,23.4,14.1,12.9,2.0,2.7,14.8,22.3,549,117.1,90.1,7.9,6.3,14.2,,,
934,Darrun Hilliard\darrun-hilliard-1,2012,2015,Villanova,Big East,132,3537,18.5,.569,.529,2.4,11.1,6.7,15.4,3.0,1.5,13.4,22.4,1382,112.8,97.6,8.1,6.1,14.2,4.5,2.8,7.3
935,Antoine Hood\antoine-hood-1,2003,2006,Air Force,MWC,118,3583,,.606,.582,,,7.6,14.1,,0.5,14.8,21.9,,,,10.5,3.7,14.2,,,
936,Jarrett Jack\jarrett-jack-1,2003,2005,Georgia Tech,ACC,101,3260,,.594,.532,,,7.6,26.2,,0.2,23.8,21.8,,,,8.1,6.1,14.2,,,
937,James Johnson\james-johnson-1,2009,2012,Quinnipiac,NEC,127,4285,18.0,.503,.457,2.5,8.9,5.8,22.1,2.4,0.3,14.1,22.5,1373,112.9,100.4,8.1,6.1,14.2,3.7,-1.2,2.4
938,Venky Jois\venky-jois-1,2013,2016,Eastern Washington,Big Sky,122,3927,24.1,.583,.584,8.1,21.8,14.9,14.6,1.8,6.1,16.3,23.7,1801,111.9,104.0,9.6,4.6,14.2,-0.2,1.9,1.8
939,Tim Kempton\tim-kempton-2,2014,2017,Lehigh,Patriot,123,3586,23.6,.585,.540,9.0,26.0,18.0,8.8,1.4,2.4,16.7,30.6,1876,106.8,97.9,7.7,6.5,14.2,-1.2,-0.3,-1.5
940,Brandin Knight\brandin-knight-1,2000,2003,Pittsburgh,Big East,127,4307,,.496,.484,,,,,,,20.4,,,,,3.5,10.7,14.2,,,
941,Gabe Knutson\gabe-knutson-1,2010,2013,Lehigh,Patriot,128,3536,19.8,.576,.520,8.1,14.5,11.3,6.8,1.1,1.8,11.1,21.3,1452,117.4,102.2,10.0,4.2,14.2,0.9,-0.9,0.0
942,Tony Lee\tony-lee-2,2005,2008,Robert Morris,NEC,119,3565,,.579,.553,,,13.3,43.5,,0.4,23.6,26.7,,,,8.2,6.0,14.2,,,
943,Tyler Newbold\tyler-newbold-1,2008,2011,Utah State,WAC,139,3935,15.7,.606,.578,4.0,12.7,8.4,16.0,1.3,0.6,13.1,12.9,549,127.2,96.5,8.9,5.3,14.2,3.7,3.9,7.6
944,Eric Paschall\eric-paschall-1,2015,2019,Total,Total,137,4057,17.8,.574,.535,6.4,14.3,10.4,10.1,1.5,2.0,15.3,22.3,1619,112.1,102.8,8.7,5.4,14.2,3.2,1.8,5.0
945,Jerome Randle\jerome-randle-1,2007,2010,University of California,Pac-10,132,3997,20.7,.602,.550,1.4,5.5,4.5,24.6,1.3,0.0,19.5,24.5,626,115.2,106.9,11.4,2.8,14.2,,,
946,Levi Randolph\levi-randolph-1,2012,2015,Alabama,SEC,135,4139,16.6,.539,.493,5.0,12.2,8.6,13.0,2.3,0.6,12.5,18.7,1332,112.3,100.3,8.2,6.0,14.2,3.2,2.0,5.2
947,Steven Smith\steven-smith-1,2003,2006,La Salle,A-10,107,3841,,.547,.501,,,13.4,13.4,,1.6,16.6,27.9,,,,8.6,5.6,14.2,,,
948,Tyler Smith\tyler-smith-3,2007,2010,Total,Total,113,3490,25.7,.547,.498,5.6,13.7,9.3,22.7,3.0,0.6,14.3,25.8,148,129.4,92.8,7.1,7.1,14.2,,,
949,Adarrial Smylie\adarrial-smylie-1,1998,2000,Southern,SWAC,77,,,.571,.518,,,,,,,,,,,,6.7,7.5,14.2,,,
950,Brian Stafford\brian-stafford-1,2009,2012,Denver,Sun Belt,124,4101,18.4,.645,.609,1.8,7.8,4.9,15.8,2.0,0.7,14.7,22.1,1117,116.1,105.8,11.5,2.7,14.2,4.8,-2.3,2.4
951,Loren Stokes\loren-stokes-1,2004,2007,Hofstra,CAA,124,4264,,.529,.502,,,9.4,22.2,,0.7,15.2,28.2,,,,7.4,6.8,14.2,,,
952,Cory Violette\cory-violette-1,2001,2004,Gonzaga,WCC,129,2634,,.561,.532,,,17.3,7.6,,1.9,12.3,22.4,,,,6.1,8.1,14.2,,,
953,Armond Williams\armond-williams-1,2002,2005,Illinois-Chicago,Horizon,120,3108,,.549,.544,,,,,,,13.3,,,,,5.4,8.9,14.2,,,
954,Mo Alie-Cox\mo-alie-cox-1,2014,2017,Virginia Commonwealth,A-10,142,3322,20.1,.607,.575,10.8,11.7,11.2,6.3,1.5,8.5,15.3,15.8,1117,120.5,96.3,7.6,6.5,14.1,2.2,6.9,9.0
955,Billy Baron\billy-baron-1,2011,2014,Total,Total,105,3342,23.3,.589,.527,2.1,13.0,7.3,26.6,2.1,0.0,14.4,25.8,1716,120.8,110.5,12.4,1.7,14.1,6.3,-1.9,4.4
956,Gary Bell\gary-bell-1,2012,2015,Gonzaga,WCC,135,3823,14.7,.588,.560,1.7,8.5,5.3,12.4,1.8,0.2,12.9,17.2,1205,118.6,100.3,8.6,5.5,14.1,4.2,1.7,5.9
957,Devin Cannady\devin-cannady-1,2016,2019,Princeton,Ivy,104,3235,20.3,.610,.564,1.9,13.9,7.9,10.7,2.1,0.6,10.1,22.5,1360,119.5,100.9,9.1,5.1,14.1,4.2,-0.5,3.8
958,Ryvon Covile\ryvon-covile-1,2003,2007,Detroit Mercy,Horizon,118,2798,,.592,.573,,,14.1,4.0,,3.7,19.0,17.6,,,,6.3,7.8,14.1,,,
959,Jud Dillard\jud-dillard-1,2010,2013,Tennessee Tech,OVC,123,3442,22.7,.572,.516,8.5,21.3,14.7,10.7,2.0,0.7,14.6,25.8,1622,112.9,101.7,9.9,4.2,14.1,1.6,-1.1,0.5
960,A.J. English\aj-english-1,2013,2016,Iona,MAAC,112,3855,20.6,.580,.531,2.2,11.4,7.0,25.1,2.0,1.3,16.0,26.3,2005,113.3,107.3,10.7,3.5,14.1,4.7,-1.3,3.4
961,Jeff Foster\jeff-foster-1,1996,1999,Texas State,Southland,111,1764,,.544,.510,,,,,,,16.7,,,,,4.9,9.2,14.1,,,
962,Nana Foulland\nana-fouland-1,2015,2018,Bucknell,Patriot,134,3586,22.6,.578,.579,10.0,19.3,14.8,8.2,1.2,6.0,14.0,24.8,1651,110.5,98.7,7.9,6.2,14.1,-0.5,2.3,1.8
963,Nick Garth\nick-garth-1,2016,2019,Lamar,Southland,127,3444,18.5,.574,.536,1.6,7.8,4.6,15.2,1.8,0.2,9.7,23.3,1567,119.5,104.4,9.9,4.2,14.1,3.3,-3.6,-0.4
964,Robert Gray Jr.\robert-grayjr-1,2016,2018,Houston,AAC,91,2776,24.7,.559,.518,2.8,9.3,6.1,21.7,2.3,0.6,10.8,31.4,1598,116.5,100.8,9.7,4.4,14.1,6.4,0.3,6.7
965,Corey Hawkins\corey-hawkins-1,2011,2015,Total,Total,110,3095,25.8,.595,.541,3.1,15.6,9.6,22.8,2.7,0.9,13.4,29.7,1667,116.3,106.0,11.1,3.0,14.1,5.3,-0.8,4.5
966,Jeremy Hazell\jeremy-hazell-1,2008,2011,Seton Hall,Big East,114,3684,24.1,.553,.516,3.0,8.2,5.6,9.8,3.1,0.3,8.1,28.7,867,116.5,103.1,10.4,3.7,14.1,6.8,2.2,9.0
967,Kevin Hervey\kevin-hervey-1,2015,2018,Texas-Arlington,Sun Belt,115,3186,22.7,.547,.511,7.6,23.1,15.5,14.5,2.0,2.1,12.6,27.8,1659,110.3,95.4,7.5,6.6,14.1,2.8,1.1,3.9
968,Jeremy Ingram\jeremy-ingram-2,2011,2014,North Carolina Central,Total,112,3035,19.7,.573,.512,3.6,10.5,7.1,9.1,2.5,2.1,13.1,26.6,1346,112.3,93.8,7.8,6.3,14.1,1.5,-0.7,0.8
969,Justin Jackson\justin-jackson-4,2015,2017,North Carolina,ACC,118,3430,19.4,.546,.523,5.9,9.3,7.6,15.8,1.3,1.4,9.8,22.5,1537,119.8,104.2,10.0,4.1,14.1,6.3,2.2,8.5
970,Anthony Kann\anthony-kann-1,2001,2004,Western Michigan,MAC,117,2397,,.566,.527,,,16.5,9.9,,1.1,15.3,24.1,,,,6.1,8.0,14.1,,,
971,Lawrence Kinnard\lawrence-kinnard-1,2006,2009,Alabama-Birmingham,CUSA,125,3665,,.532,.513,,,13.7,8.2,,2.0,12.8,21.8,,,,5.0,9.1,14.1,,,
972,Quincy Lewis\quincy-lewis-1,1996,1999,Minnesota,Big Ten,127,1938,,.538,.508,,,,,,,12.7,,,,,6.8,7.3,14.1,,,
973,Nate Linhart\nate-linhart-1,2006,2009,Akron,MAC,134,3377,,.551,.516,,,11.3,10.9,,1.4,15.9,17.7,,,,4.8,9.3,14.1,,,
974,Cameron Long\cameron-long-1,2008,2011,George Mason,CAA,132,3826,19.4,.554,.515,3.8,11.3,7.7,19.1,2.5,0.6,16.8,23.5,872,109.3,100.2,7.9,6.2,14.1,5.6,1.9,7.6
975,Lamont Long\lamont-long-1,1997,2000,New Mexico,Total,124,,,.552,.505,,,,,,,,,,,,8.8,5.2,14.1,,,
976,Nate Lufkin\nate-lufkin-1,2002,2005,Holy Cross,Patriot,118,2576,,.540,.516,,,13.1,8.3,,4.9,18.4,18.8,,,,3.7,10.4,14.1,,,
977,Markis McDuffie\markis-mcduffie-1,2016,2019,Wichita State,Total,129,3199,19.3,.551,.497,6.4,13.3,9.9,9.1,2.1,1.0,11.2,24.1,1413,113.9,96.4,7.8,6.3,14.1,3.9,2.2,6.1
