Rk,Player,From,To,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
272,Kahlil Dukes\kahlil-dukes-1,2018,2018,Niagara,MAAC,33,1120,21.9,.618,.563,0.6,6.1,3.3,18.9,1.3,0.1,12.9,26.5,639,121.4,117.1,4.0,0.1,4.1,5.5,-5.0,0.5
273,Shannon Evans\shannon-evans-1,2018,2018,Arizona State,Pac-12,32,1117,18.3,.551,.494,1.1,9.2,5.2,18.3,2.2,0.9,9.9,23.3,515,116.0,106.0,2.8,1.3,4.1,5.4,0.5,5.9
274,Marcus Foster\marcus-foster-1,2018,2018,Creighton,Big East,33,1044,22.2,.593,.577,2.5,10.8,6.9,16.3,1.8,0.4,11.4,29.7,588,111.8,103.8,2.7,1.4,4.1,5.3,0.4,5.7
275,Tyler Hagedorn\tyler-hagedorn-1,2018,2018,South Dakota,Summit,34,836,21.9,.554,.506,7.1,18.9,13.3,8.1,1.6,3.6,10.1,25.9,420,114.7,94.1,2.2,1.9,4.1,1.0,1.8,2.8
276,Donta Hall\donta-hall-1,2018,2018,Alabama,SEC,34,806,27.5,.698,.726,11.1,19.6,15.6,5.6,1.7,9.3,14.2,18.7,328,127.8,96.3,2.5,1.6,4.1,4.3,6.6,10.9
277,Tra Holder\tra-holder-1,2018,2018,Arizona State,Pac-12,32,1124,19.2,.554,.486,3.0,10.2,6.7,18.4,2.1,0.1,12.9,26.2,576,112.9,106.2,2.8,1.2,4.1,4.5,0.3,4.8
278,Nathan Knight\nathan-knight-1,2018,2018,William & Mary,CAA,31,890,28.4,.636,.591,8.7,21.8,15.8,15.7,1.1,7.2,15.6,30.8,557,119.0,109.9,3.4,0.7,4.1,1.6,0.3,1.9
279,J.P. Macura\jp-macura-1,2018,2018,Xavier,Big East,34,1010,19.6,.606,.559,5.5,11.5,8.7,17.2,2.7,1.4,15.9,20.7,443,118.9,103.0,2.7,1.4,4.1,6.2,3.3,9.6
280,Terance Mann\terance-mann-1,2018,2018,Florida State,ACC,34,993,20.5,.605,.590,7.5,13.1,10.4,16.6,1.7,1.0,14.5,20.1,431,120.0,103.0,2.7,1.4,4.1,5.2,2.6,7.8
281,A.J. Mosby\aj-mosby-1,2018,2018,Alcorn State,SWAC,32,1030,21.9,.617,.585,1.6,14.6,8.2,27.2,2.5,0.5,14.0,22.2,470,119.4,105.5,2.9,1.2,4.1,3.1,-2.6,0.5
282,Divine Myles\divine-myles-1,2018,2018,Stetson,A-Sun,31,1076,21.9,.578,.543,2.4,12.5,7.2,22.9,2.5,0.4,9.8,22.6,518,118.9,107.6,3.1,1.0,4.1,3.1,-1.3,1.8
283,Will Rayman\will-rayman-1,2018,2018,Colgate,Patriot,33,1052,20.9,.581,.539,6.8,18.6,12.5,7.6,1.9,3.2,11.5,23.3,452,115.2,103.2,2.6,1.5,4.1,1.5,-0.6,0.9
284,Joe Rosga\joe-rosga-1,2018,2018,Denver,Summit,30,1025,19.7,.644,.595,2.3,11.9,7.2,16.9,1.2,0.2,14.8,21.7,447,123.0,107.9,3.1,1.0,4.1,4.4,-1.9,2.5
285,Marvin Smith\marvin-smith-2,2018,2018,North Carolina-Greensboro,Southern,35,938,17.3,.515,.473,7.0,17.7,12.2,6.1,1.8,2.0,9.3,24.4,389,111.3,93.4,1.9,2.2,4.1,1.0,0.2,1.2
286,Brandon Walters\brandon-walters-2,2018,2018,Middle Tennessee,CUSA,32,736,24.8,.667,.654,13.5,14.1,13.8,5.3,1.7,5.1,13.0,20.8,326,128.6,96.6,2.6,1.5,4.1,4.4,3.7,8.2
287,Jordan Barnes\jordan-barnes-1,2018,2018,Indiana State,MVC,31,1044,19.4,.595,.559,1.1,12.8,6.7,24.8,2.0,0.2,15.9,25.8,515,113.1,104.2,2.6,1.3,4.0,6.3,-1.3,5.0
288,Ryan Betley\ryan-betley-1,2018,2018,Pennsylvania,Ivy,33,1106,15.9,.576,.541,2.1,14.3,8.3,6.9,1.4,1.3,10.5,21.1,413,110.1,97.8,1.9,2.1,4.0,1.0,0.5,1.6
289,Tim Bond\tim-bond-1,2018,2018,Eastern Michigan,MAC,35,1085,19.1,.539,.519,3.2,14.4,9.0,20.5,4.6,4.3,17.4,17.2,351,108.5,93.4,1.5,2.5,4.0,0.5,5.0,5.5
290,Ky Bowman\ky-bowman-1,2018,2018,Boston College,ACC,35,1337,18.2,.533,.499,2.5,17.7,10.1,24.4,2.2,1.0,16.2,25.6,627,106.1,104.2,2.3,1.7,4.0,3.2,1.7,4.9
291,Barry Brown\barry-brown-1,2018,2018,Kansas State,Big 12,37,1285,18.3,.546,.494,2.2,8.9,5.6,19.7,3.1,0.5,15.0,26.5,578,105.8,102.8,2.2,1.8,4.0,2.3,2.0,4.3
292,Khadeen Carrington\khadeen-carrington-1,2018,2018,Seton Hall,Big East,34,1120,18.4,.546,.483,2.0,8.5,5.3,24.0,1.8,1.0,14.0,24.3,540,114.5,107.2,2.9,1.1,4.0,4.3,0.7,5.0
293,A.J. Davis\aj-davis-2,2018,2018,Central Florida,AAC,31,1023,18.1,.542,.491,7.1,19.6,13.5,15.6,1.7,1.3,15.7,21.8,386,107.7,93.7,1.7,2.3,4.0,2.3,4.2,6.5
294,Drew Eubanks\drew-eubanks-1,2018,2018,Oregon State,Pac-12,32,1003,21.6,.646,.624,7.3,18.7,13.1,7.3,0.9,6.4,14.6,19.6,381,120.7,102.6,2.6,1.4,4.0,1.5,3.6,5.1
295,Jordan Johnson\jordan-johnson-1,2018,2018,Nevada-Las Vegas,MWC,33,1132,17.6,.598,.512,1.6,6.9,4.5,28.5,1.9,0.6,19.3,19.2,499,119.8,108.7,3.0,1.0,4.0,4.3,-0.6,3.7
296,Kevin Knox\kevin-knox-1,2018,2018,Kentucky,SEC,37,1198,17.0,.556,.510,3.3,14.5,9.3,8.7,1.5,1.0,14.1,24.6,518,109.3,102.8,2.3,1.7,4.0,3.4,1.4,4.8
297,Akolda Manyang\akolda-manyang-1,2018,2018,Utah Valley,WAC,31,669,30.9,.654,.630,15.9,26.6,21.7,8.3,1.0,11.0,19.3,28.7,377,116.3,89.1,2.2,1.8,4.0,1.2,4.6,5.9
298,Nick Masterson\nick-masterson-1,2018,2018,Kennesaw State,A-Sun,30,1102,19.5,.703,.676,2.3,6.7,4.5,16.9,1.3,0.4,11.5,16.9,429,135.1,114.8,3.7,0.3,4.0,4.9,-3.4,1.5
299,Brandon McCoy\brandon-mccoy-1,2018,2018,Nevada-Las Vegas,MWC,33,949,25.2,.590,.548,12.8,25.2,19.5,3.5,0.9,5.7,15.5,27.5,514,112.4,99.8,2.4,1.6,4.0,-0.1,0.8,0.7
300,Silas Melson\silas-melson-1,2018,2018,Gonzaga,WCC,37,1137,12.9,.544,.514,1.7,9.3,5.7,11.3,2.0,0.5,10.3,15.3,339,117.6,99.6,2.0,2.0,4.0,3.1,2.7,5.8
301,Isaiah Pineiro\isaiah-pineiro-1,2018,2018,San Diego,WCC,34,957,22.7,.577,.526,4.4,21.9,13.5,19.1,2.5,3.0,16.0,30.9,500,106.3,94.7,1.9,2.1,4.0,0.5,2.8,3.3
302,Admiral Schofield\admiral-schofield-1,2018,2018,Tennessee,SEC,35,982,19.8,.554,.528,6.6,19.4,13.1,11.8,2.1,1.8,12.6,26.0,434,109.7,95.9,2.0,2.0,4.0,4.2,3.3,7.5
303,Rodrick Sikes\rodrick-sikes-1,2018,2018,South Alabama,Sun Belt,32,998,19.5,.580,.527,1.5,9.1,5.4,6.6,1.7,0.8,10.4,28.6,508,111.5,101.0,2.4,1.6,4.0,2.9,-2.3,0.6
304,Xavier Sneed\xavier-sneed-1,2018,2018,Kansas State,Big 12,37,1160,17.2,.542,.513,4.6,15.3,10.0,11.0,3.1,1.3,9.7,19.4,399,111.7,99.8,2.0,2.0,4.0,3.5,3.5,7.0
305,Jae'Sean Tate\jaesean-tate-1,2018,2018,Ohio State,Big Ten,34,1006,19.8,.582,.575,5.4,18.9,12.5,18.7,2.1,2.2,17.3,22.2,422,110.8,97.4,2.0,1.9,4.0,3.3,4.7,8.0
306,MaCio Teague\macio-teague-1,2018,2018,North Carolina-Asheville,Big South,34,1200,18.6,.577,.530,1.8,12.9,7.6,14.0,2.6,0.4,12.4,24.2,525,111.8,105.6,2.6,1.4,4.0,2.2,-2.1,0.0
307,Christian Terrell\christian-terrell-1,2018,2018,Florida Gulf Coast,A-Sun,35,1026,18.0,.636,.612,3.8,14.5,9.5,16.9,1.5,1.1,19.1,18.9,414,117.0,100.8,2.3,1.7,4.0,2.2,0.5,2.6
308,Donte Thomas\donte-thomas-1,2018,2018,Bradley,MVC,33,857,23.7,.586,.556,10.9,21.4,16.2,9.2,2.5,5.1,13.7,23.0,359,114.5,93.3,2.0,2.0,4.0,2.0,3.7,5.7
309,Jeff Thomas\jeff-thomas-2,2018,2018,Georgia State,Sun Belt,35,1111,16.2,.604,.580,2.7,12.2,7.7,6.8,1.9,3.2,9.4,16.0,340,119.8,100.6,2.2,1.8,4.0,1.8,0.9,2.7
310,Jake Toolson\jake-toolson-1,2018,2018,Utah Valley,WAC,33,921,18.6,.604,.555,3.4,15.1,9.7,19.6,1.6,0.9,15.4,19.1,362,120.1,98.9,2.3,1.6,4.0,2.7,0.7,3.4
311,Tremont Waters\tremont-waters-1,2018,2018,Louisiana State,SEC,33,1089,21.5,.556,.506,1.1,10.7,6.1,33.9,3.5,0.3,16.9,26.5,571,112.9,107.4,2.9,1.1,4.0,5.9,0.6,6.5
312,Jimmy Whitt\jimmy-whitt-1,2018,2018,Southern Methodist,AAC,33,1096,18.0,.516,.498,5.4,13.4,9.3,21.3,3.4,1.9,13.9,18.9,376,111.2,98.3,1.9,2.0,4.0,1.2,3.6,4.9
313,AJ Brodeur\aj-brodeur-1,2018,2018,Pennsylvania,Ivy,33,1024,19.4,.576,.568,6.5,19.1,12.9,16.7,1.6,4.1,17.7,22.8,433,106.3,93.8,1.6,2.3,3.9,-0.2,4.2,3.9
314,Travis Charles\travis-charles-1,2018,2018,Albany (NY),AEC,31,896,21.8,.605,.554,7.9,15.3,11.6,5.3,1.1,1.6,12.8,24.3,410,119.0,103.3,2.7,1.2,3.9,0.4,-1.2,-0.8
315,David Collette\david-collette-1,2018,2018,Utah,Pac-12,34,738,27.0,.654,.634,8.0,16.1,12.3,14.9,2.1,3.5,12.8,26.6,374,121.9,99.2,2.6,1.3,3.9,4.5,3.8,8.4
316,Bonzie Colson\bonzie-colson-1,2018,2018,Notre Dame,ACC,21,680,31.9,.569,.530,8.2,26.6,17.7,6.7,3.1,7.4,8.1,30.2,362,116.6,92.0,2.2,1.7,3.9,3.3,5.1,8.4
317,Isaac Copeland\isaac-copeland-1,2018,2018,Nebraska,Big Ten,33,1012,19.9,.557,.533,6.1,15.1,10.8,8.1,1.6,3.0,8.0,20.8,388,116.3,100.8,2.3,1.6,3.9,3.4,2.2,5.6
318,Marcus Derrickson\marcus-derrickson-1,2018,2018,Georgetown,Big East,29,927,21.7,.640,.584,8.5,20.0,14.4,10.2,1.2,2.2,14.9,22.1,421,121.2,104.0,2.7,1.2,3.9,4.9,1.4,6.3
319,Junior Etou\junior-etou-1,2018,2018,Tulsa,AAC,31,942,21.1,.582,.534,9.5,18.8,14.4,11.2,1.0,1.0,15.3,25.4,450,114.4,102.5,2.5,1.4,3.9,3.5,0.9,4.5
320,Matt Farrell\matt-farrell-1,2018,2018,Notre Dame,ACC,31,1111,18.7,.559,.529,0.6,6.8,3.8,30.5,1.7,0.2,14.1,24.5,509,114.3,108.0,2.9,1.0,3.9,6.2,-0.8,5.4
321,Melvin Frazier\melvin-frazier-1,2018,2018,Tulane,AAC,30,1032,22.4,.631,.610,3.9,14.6,9.3,17.9,3.6,2.2,16.9,22.2,442,114.2,101.8,2.4,1.6,3.9,4.2,2.7,6.9
322,Markus Howard\markus-howard-1,2018,2018,Marquette,Big East,34,1071,22.8,.611,.572,1.5,11.1,6.3,18.4,1.8,0.2,13.0,30.9,622,116.2,114.2,3.5,0.4,3.9,6.5,-2.2,4.3
323,Stephon Jelks\stephon-jelks-1,2018,2018,Mercer,Southern,34,889,20.8,.644,.622,8.9,25.6,17.6,12.5,1.6,2.1,14.6,17.6,324,126.7,102.2,2.6,1.3,3.9,4.1,0.9,4.9
324,Shakur Juiston\shakur-juiston-1,2018,2018,Nevada-Las Vegas,MWC,33,1002,22.8,.631,.642,10.5,24.0,17.8,12.5,1.6,1.9,18.0,21.7,454,114.5,100.8,2.3,1.6,3.9,3.2,2.6,5.8
325,Tevin King\tevin-king-1,2018,2018,South Dakota State,Summit,35,944,18.8,.590,.561,6.0,16.1,11.3,18.9,3.5,0.9,18.2,17.3,369,117.6,98.1,2.1,1.8,3.9,2.5,3.9,6.5
326,Paul Miller\paul-miller-2,2018,2018,North Dakota State,Summit,31,1048,22.1,.570,.524,1.8,17.7,10.2,22.1,1.7,1.0,15.2,31.4,586,107.7,102.6,2.4,1.5,3.9,1.7,-0.3,1.4
327,Matt Morgan\matt-morgan-1,2018,2018,Cornell,Ivy,28,969,25.1,.629,.582,1.4,13.4,7.6,21.3,1.3,1.0,12.1,29.9,565,119.1,113.3,3.5,0.4,3.9,6.1,-3.9,2.2
328,Nate Navigato\nate-navigato-1,2018,2018,Toledo,MAC,34,1107,17.1,.634,.611,3.0,10.8,7.1,9.7,0.7,1.5,6.0,15.9,376,132.3,110.5,3.1,0.8,3.9,5.2,-1.6,3.6
329,Shavar Newkirk\shavar-newkirk-1,2018,2018,Saint Joseph's,A-10,32,1092,20.2,.513,.447,2.4,11.1,6.7,23.7,2.6,0.8,9.3,27.3,560,108.5,102.5,2.3,1.6,3.9,3.4,0.6,3.9
330,Wesley Person\wesley-person-2,2018,2018,Troy,Sun Belt,33,1123,18.0,.587,.535,2.1,7.2,4.7,10.9,1.2,0.1,11.0,24.8,523,116.0,109.6,3.0,0.9,3.9,4.0,-3.2,0.9
331,Dusan Ristic\dusan-ristic-1,2018,2018,Arizona,Pac-12,35,949,21.2,.606,.578,10.2,20.7,15.8,6.4,0.8,2.0,11.8,21.4,400,121.6,104.3,2.7,1.2,3.9,3.0,1.0,4.0
332,Pablo Rivas\pablo-rivas-1,2018,2018,North Carolina Central,MEAC,33,878,21.2,.583,.564,8.1,21.2,14.8,7.4,1.7,4.5,10.3,20.7,345,118.1,96.7,2.1,1.7,3.9,0.7,0.9,1.6
333,Desi Rodriguez\desi-rodriguez-1,2018,2018,Seton Hall,Big East,31,939,22.3,.589,.566,4.0,13.7,8.9,13.7,1.9,1.7,11.9,26.7,477,116.2,104.5,2.7,1.2,3.9,5.6,1.4,7.0
334,Jackson Rowe\jackson-rowe-1,2018,2018,Cal State Fullerton,Big West,31,929,20.6,.664,.632,5.7,19.8,13.1,11.3,1.8,3.5,18.4,19.0,355,117.9,97.9,2.1,1.7,3.9,2.2,2.7,4.9
335,Jaelan Sanford\jaelan-sanford-1,2018,2018,Toledo,MAC,34,1175,18.2,.584,.538,2.1,8.6,5.5,16.8,1.0,1.5,11.6,23.0,523,117.2,110.8,3.1,0.8,3.9,3.1,-2.1,1.0
336,Tyler Seibring\tyler-seibring-1,2018,2018,Elon,CAA,32,1090,21.0,.612,.601,5.1,16.6,11.1,13.7,0.5,2.2,8.0,21.2,454,121.8,110.2,3.1,0.8,3.9,3.5,-1.2,2.3
337,Brandan Stith\brandan-stith-1,2018,2018,Old Dominion,CUSA,32,874,21.0,.554,.536,12.5,19.5,15.9,8.8,2.4,7.5,16.0,17.6,298,112.3,89.5,1.6,2.3,3.9,0.1,7.0,7.1
338,Elijah Thomas\elijah-thomas-1,2018,2018,Clemson,ACC,35,874,23.3,.578,.560,11.2,25.7,18.8,9.0,1.5,10.0,18.2,23.6,375,107.9,89.7,1.6,2.3,3.9,0.0,8.3,8.3
339,P.J. Thompson\pj-thompson-1,2018,2018,Purdue,Big Ten,37,1031,13.5,.669,.631,2.1,5.2,3.8,10.4,2.4,0.2,13.4,12.0,270,130.5,101.2,2.2,1.6,3.9,6.4,2.6,9.0
340,Marques Townes\marques-townes-1,2018,2018,Loyola (IL),MVC,38,1067,17.3,.591,.561,3.0,13.8,9.0,17.1,2.0,0.7,17.7,22.7,417,107.4,96.3,1.7,2.2,3.9,1.2,2.3,3.5
341,Kaleb Wesson\kaleb-wesson-1,2018,2018,Ohio State,Big Ten,33,682,25.5,.615,.571,13.9,14.4,14.1,10.2,1.6,3.6,11.0,23.3,343,127.8,99.4,2.7,1.2,3.9,6.0,3.2,9.2
342,Cameron Young\cameron-young-1,2018,2018,Quinnipiac,MAAC,33,1124,22.5,.556,.494,6.2,17.5,11.7,19.5,2.3,1.0,14.3,29.8,611,110.8,109.2,2.9,0.9,3.9,3.5,-1.3,2.2
343,Jo Acuil\jo-acuil-1,2018,2018,Baylor,Big 12,33,1023,21.1,.551,.522,11.1,20.5,16.1,5.1,1.0,6.9,14.0,23.6,431,109.7,98.3,2.0,1.9,3.8,0.5,4.7,5.2
344,Braian Angola-Rodas\braian-angola-rodas-1,2018,2018,Florida State,ACC,35,963,18.6,.571,.515,3.8,11.9,8.0,19.5,2.6,1.0,15.8,22.7,440,114.2,101.3,2.3,1.5,3.8,5.4,2.3,7.7
345,Casey Benson\casey-benson-1,2018,2018,Grand Canyon,WAC,34,994,14.6,.519,.453,2.9,12.5,7.7,29.0,1.4,0.4,16.5,18.6,370,110.2,95.1,1.7,2.1,3.8,0.8,1.1,1.9
346,Zach Braxton\zach-braxton-1,2018,2018,Weber State,Big Sky,30,840,21.4,.588,.554,8.1,23.4,16.5,9.2,0.7,3.7,11.1,22.1,376,118.3,98.5,2.3,1.5,3.8,-0.8,0.8,0.0
347,Anders Broman\anders-broman-1,2018,2018,Winthrop,Big South,31,970,16.1,.600,.556,1.2,8.4,5.0,10.5,2.0,0.4,7.8,17.5,354,124.6,103.6,2.4,1.3,3.8,2.6,-1.8,0.8
348,Marcus Burk\marcus-burk-1,2018,2018,Campbell,Big South,33,1048,19.7,.640,.619,2.6,11.1,7.0,7.5,2.3,0.8,10.6,21.6,419,118.1,105.3,2.6,1.3,3.8,3.1,-3.3,-0.3
349,Dachon Burke\dachon-burke-1,2018,2018,Robert Morris,NEC,32,1044,21.6,.528,.507,6.0,13.9,9.8,19.2,3.6,1.7,13.9,28.7,534,105.0,97.2,1.8,2.0,3.8,1.6,2.3,3.9
350,Devin Cannady\devin-cannady-1,2018,2018,Princeton,Ivy,29,1064,19.0,.599,.562,2.0,16.4,9.1,9.7,1.4,0.2,9.8,22.9,437,116.5,107.0,2.7,1.1,3.8,3.2,-1.9,1.4
351,Paschal Chukwu\paschal-chukwu-1,2018,2018,Syracuse,ACC,37,1008,18.1,.658,.655,12.1,16.5,14.4,3.1,1.6,11.9,20.9,10.0,218,122.8,95.1,1.6,2.2,3.8,0.9,9.6,10.5
352,Zac Cuthbertson\zac-cuthbertson-1,2018,2018,Coastal Carolina,Sun Belt,31,909,21.1,.570,.497,7.3,18.4,13.0,11.8,1.9,3.1,15.3,25.5,432,112.8,99.6,2.2,1.5,3.8,1.5,0.9,2.4
353,Kyvon Davenport\kyvon-davenport-1,2018,2018,Memphis,AAC,34,995,21.4,.605,.575,8.8,16.4,12.7,6.1,1.3,5.1,13.1,22.2,409,119.1,106.0,2.7,1.1,3.8,3.2,0.7,3.8
354,Devin Davis\devin-davis-1,2018,2018,Houston,AAC,35,909,18.7,.518,.489,7.0,20.0,13.6,10.0,1.5,3.2,9.4,22.4,366,111.5,93.8,1.8,2.0,3.8,0.2,4.4,4.6
355,Ben Emelogu\ben-emelogu-1,2018,2018,Southern Methodist,AAC,33,1051,16.7,.598,.581,5.5,15.2,10.3,10.7,2.5,0.6,14.8,17.5,330,116.2,99.9,2.0,1.8,3.8,3.2,1.6,4.7
356,Andre Fox\andre-fox-1,2018,2018,High Point,Big South,29,829,22.7,.600,.562,2.1,18.2,10.1,10.4,2.6,1.2,13.5,27.2,400,114.6,97.6,2.3,1.6,3.8,1.9,-1.0,0.9
357,Johnny Hamilton\johnny-hamilton-1,2018,2018,Texas-Arlington,Sun Belt,34,794,24.9,.644,.629,13.8,22.8,18.4,4.8,1.2,11.5,17.9,21.2,357,116.9,93.6,2.0,1.8,3.8,-0.1,5.3,5.2
358,Joel Hernandez\joel-hernandez-1,2018,2018,Long Island University,NEC,35,1152,20.9,.543,.514,6.4,12.4,9.5,17.6,0.9,1.4,13.6,31.9,689,107.9,107.7,2.7,1.1,3.8,0.5,-3.1,-2.6
359,Alex Hicks\alex-hicks-1,2018,2018,Troy,Sun Belt,33,872,23.2,.619,.591,9.8,25.1,17.6,8.8,1.6,4.5,15.2,21.2,375,117.8,98.7,2.3,1.6,3.8,1.3,2.1,3.4
360,LaVone Holland\lavone-holland-1,2018,2018,Northern Kentucky,Horizon,32,969,17.5,.541,.492,2.1,13.1,7.9,26.3,2.0,0.8,16.7,25.2,460,107.9,96.2,1.9,2.0,3.8,1.0,0.6,1.6
361,Jalen Hudson\jalen-hudson-1,2018,2018,Florida,SEC,34,904,22.2,.575,.555,1.5,15.2,8.1,8.8,1.7,2.3,8.0,28.0,447,114.6,101.8,2.5,1.4,3.8,5.4,0.8,6.3
362,Mark Hughes\mark-hughes-1,2018,2018,Wright State,Horizon,35,1101,13.2,.563,.524,0.9,10.5,5.7,18.3,2.1,1.0,15.9,16.3,339,110.3,96.3,1.5,2.2,3.8,0.9,1.7,2.6
363,Tramaine Isabell\tramaine-isabell-1,2018,2018,Drexel,CAA,28,963,25.3,.577,.533,3.5,20.9,12.2,22.3,2.0,0.0,13.6,30.2,560,114.4,109.1,3.0,0.8,3.8,4.1,-1.6,2.5
364,Carlik Jones\carlik-jones-1,2018,2018,Radford,Big South,36,1094,17.6,.516,.464,2.3,14.1,8.0,23.0,2.3,0.9,12.9,23.1,427,110.0,102.0,2.1,1.6,3.8,0.7,0.3,1.0
365,Ryan Kemrite\ryan-kemrite-1,2018,2018,Liberty,Big South,35,1136,13.3,.633,.606,1.9,8.6,5.3,5.9,1.1,0.3,8.5,15.1,305,121.8,103.4,2.2,1.6,3.8,1.9,-1.9,0.0
366,Chris Lewis\chris-lewis-4,2018,2018,Harvard,Ivy,32,837,24.2,.618,.601,8.8,16.7,12.8,12.3,1.2,7.2,14.4,24.5,378,115.3,97.1,2.2,1.6,3.8,0.8,4.0,4.8
367,Loudon Love\loudon-love-1,2018,2018,Wright State,Horizon,35,972,21.1,.539,.533,12.5,28.1,20.2,9.1,1.6,4.1,16.7,25.8,441,102.2,89.3,1.2,2.6,3.8,-2.7,3.5,0.8
368,Sean O'Brien\sean-obrien-2,2018,2018,Colgate,Patriot,33,1115,16.2,.551,.500,2.3,12.3,7.1,20.4,2.0,0.0,8.8,16.5,380,122.2,106.9,2.7,1.2,3.8,2.4,-1.6,0.8
369,Kenneth Ogbe\kenneth-ogbe-1,2018,2018,Utah Valley,WAC,33,1002,16.5,.612,.590,2.4,9.1,6.0,9.3,1.5,0.7,13.4,21.2,391,115.9,101.5,2.2,1.6,3.8,2.9,-1.1,1.7
370,Georgie Pacheco-Ortiz\georgie-pacheco-ortiz-1,2018,2018,Liberty,Big South,37,1131,14.7,.577,.506,1.5,8.7,5.3,16.6,1.9,0.6,15.2,18.6,371,112.3,101.5,2.0,1.7,3.8,-0.1,-1.1,-1.2
371,Myles Powell\myles-powell-1,2018,2018,Seton Hall,Big East,34,1078,17.6,.586,.552,1.8,7.5,4.7,15.9,1.8,0.8,13.1,23.1,482,116.7,107.8,2.8,1.0,3.8,6.1,0.1,6.3
372,Darrian Ringo\darrian-ringo-1,2018,2018,Miami (OH),MAC,34,1047,19.1,.553,.514,2.8,10.4,6.6,42.6,5.1,0.4,27.1,19.8,433,107.6,97.4,1.8,2.0,3.8,1.1,2.1,3.2
373,Jared Sam\jared-sam-1,2018,2018,Southern,SWAC,33,1106,20.7,.518,.438,9.6,18.7,14.0,9.3,1.4,2.5,12.7,25.9,522,108.1,101.8,2.1,1.7,3.8,-1.8,-0.9,-2.7
374,Christian Sengfelder\christian-sengfelder-1,2018,2018,Boise State,MWC,32,911,18.1,.589,.570,9.1,18.1,13.7,4.2,1.2,1.1,11.6,19.8,355,117.7,98.5,2.1,1.7,3.8,2.7,1.2,3.9
375,Justin Simon\justin-simon-2,2018,2018,St. John's (NY),Big East,33,1190,18.7,.529,.497,3.5,18.5,10.9,27.1,3.9,2.8,20.0,20.0,458,102.9,96.2,1.3,2.4,3.8,1.1,5.7,6.8
376,Yuta Watanabe\yuta-watanabe-1,2018,2018,George Washington,A-10,33,1207,19.7,.540,.500,4.2,15.7,9.9,9.2,1.3,4.7,9.3,23.7,486,112.0,106.8,2.5,1.3,3.8,1.7,0.4,2.2
377,Cecil Williams\cecil-williams-1,2018,2018,Central Michigan,MAC,36,1088,20.9,.561,.499,5.8,18.5,12.2,17.8,1.9,4.0,17.4,26.6,538,109.0,103.5,2.3,1.5,3.8,-0.1,1.1,1.0
378,Andre Wolford\andre-wolford-1,2018,2018,Saint Francis (PA),NEC,31,899,20.3,.700,.677,2.1,9.7,6.0,5.3,1.0,0.3,7.1,18.9,367,136.6,111.0,3.2,0.6,3.8,5.4,-4.3,1.1
379,Omer Yurtseven\omer-yurtseven-1,2018,2018,North Carolina State,ACC,33,786,27.0,.610,.606,12.8,19.4,16.0,3.9,1.1,7.6,9.4,24.4,394,122.6,101.7,2.6,1.2,3.8,4.1,2.8,7.0
380,Kamar Baldwin\kamar-baldwin-1,2018,2018,Butler,Big East,35,1191,18.2,.523,.494,1.3,16.5,8.9,17.4,2.6,1.5,12.5,25.6,533,105.3,101.8,1.9,1.8,3.7,2.4,3.7,6.0
381,James Batemon\james-batemon-1,2018,2018,Loyola Marymount,WCC,30,1050,21.7,.603,.539,3.5,10.1,6.5,27.4,2.0,0.1,16.4,25.2,533,119.1,115.8,3.4,0.2,3.7,5.5,-3.0,2.4
382,Bjorn Broman\bjorn-broman-1,2018,2018,Winthrop,Big South,31,938,15.8,.638,.605,1.0,6.9,4.1,17.1,2.2,0.2,12.1,14.7,318,129.2,103.8,2.4,1.2,3.7,3.2,-1.9,1.4
383,Armoni Brooks\armoni-brooks-1,2018,2018,Houston,AAC,35,704,20.7,.598,.585,4.8,15.5,10.3,4.6,2.2,2.0,4.9,20.3,273,127.7,94.9,2.1,1.5,3.7,6.2,2.0,8.2
384,Jalen Canty\jalen-canty-1,2018,2018,UC-Santa Barbara,Big West,26,714,26.4,.607,.586,14.4,17.4,15.9,7.0,1.2,7.2,10.8,21.9,329,124.9,98.6,2.4,1.3,3.7,2.9,2.7,5.6
385,John Carroll\john-carroll-2,2018,2018,Hartford,AEC,33,1038,20.7,.545,.496,6.5,17.3,12.0,16.7,1.0,3.5,12.7,26.7,504,110.2,104.4,2.4,1.3,3.7,-0.1,-0.5,-0.5
386,Henry Caruso\henry-caruso-1,2018,2018,Santa Clara,WCC,31,1116,19.1,.607,.540,8.1,17.9,12.6,10.3,2.1,0.6,12.3,17.5,389,122.4,109.6,2.8,0.9,3.7,2.1,0.1,2.3
387,John Davis\john-davis-5,2018,2018,Furman,Southern,33,915,18.1,.590,.564,1.8,9.2,5.5,16.6,2.9,0.2,12.9,19.9,360,116.4,99.1,2.1,1.6,3.7,1.7,0.4,2.1
388,James Dickey\james-dickey-1,2018,2018,North Carolina-Greensboro,Southern,34,942,19.1,.550,.536,12.4,24.5,18.3,9.0,1.7,9.8,22.7,19.2,322,102.6,87.1,1.0,2.7,3.7,-2.8,7.9,5.1
